"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 10 10:40:09 CST 2024","Fri May 10 10:40:11 CST 2024","2590","testsuits.BD420023.testcase.01信号接收","01通道数与跟踪能力","","","","test_01通道数与跟踪能力","通道数与跟踪能力"
